,Date,Time,AM/PM,Code,Range,Result
4381,2008-02-28,10:46,PM,qUKb1vCv,103.362581,M
2321,2008-02-28,10:47,PM,YVfz19yA,65.261095,M
4071,2008-02-28,11:05,PM,uLqFW50H,62.665179,M
3487,2008-02-28,11:09,PM,RAOw5npf,76.394796,M
7275,2008-02-28,11:11,PM,bv1s7pKv,87.22427900000001,M
7473,2008-02-29,01:16,AM,QYiEV8bU,66.00537800000001,M
356,2008-02-29,01:29,AM,QL9ZaLrL,57.652072,M
5113,2008-02-29,01:32,AM,huYlpg61,86.27709399999999,M
9379,2008-02-29,03:14,AM,YpiGWh22,89.407651,M
3562,2008-02-29,05:21,AM,Zaw0u0G2,75.801273,H
4440,2008-02-29,05:32,AM,xxxvgBpI,93.51738399999999,H
3602,2008-02-29,07:06,AM,kAWPXLiy,63.272351,M
9867,2008-02-29,07:10,AM,DVWEowWo,75.414868,M
8394,2008-02-29,07:57,AM,vHWBjpTy,58.307491000000006,H
9888,2008-02-29,08:31,AM,LmHebSJ8,40.019921999999994,M
8996,2008-02-29,08:41,AM,hoz6Z2P6,78.712879,M
32,2008-02-29,08:43,AM,RJJHy0k6,69.825582,M
6360,2008-02-29,09:38,AM,1LGGQJel,58.006905,M
3455,2008-02-29,10:24,AM,neeeW72f,84.061068,M
8060,2008-02-29,10:26,AM,2Sv9BDTG,79.395372,H
5662,2008-02-29,11:22,AM,Pll9Cc2G,83.87101,M
9951,2008-02-29,12:02,AM,ZGbWcW0N,39.835491,M
8812,2008-02-29,01:24,PM,JGSETWHo,68.44078499999999,H
1413,2008-02-29,03:41,PM,vi3AZ8pV,63.144859,H
4419,2008-02-29,05:38,PM,WbgHiWdp,64.95972900000001,M
5922,2008-02-29,07:22,PM,QB9TaHei,74.187938,M
9903,2008-02-29,07:39,PM,RqeqhSgz,72.851085,M
8395,2008-02-29,07:48,PM,brqaEurK,75.742464,H
1598,2008-02-29,07:51,PM,XIJKPXYf,80.108913,M
9456,2008-02-29,08:28,PM,UdcJQA8Z,74.163574,H
8121,2008-02-29,11:34,PM,KF0KxHYL,64.375885,M
1498,2008-02-29,12:59,PM,k86JdYu7,77.44970500000001,M
8509,2008-03-01,01:48,AM,r09zFeMG,66.558921,M
6820,2008-03-01,01:49,AM,918lzzsY,75.820955,H
7248,2008-03-01,03:50,AM,NMjeqo3o,55.655097,M
8345,2008-03-01,03:53,AM,Es5Dngwq,69.308275,M
7859,2008-03-01,04:19,AM,PpQvl6FU,81.370288,M
4098,2008-03-01,05:48,AM,u3uWcF6z,101.413219,H
1329,2008-03-01,06:00,AM,8JRgBnJ7,98.197691,M
5058,2008-03-01,07:22,AM,D5dcovrl,90.583547,M
5253,2008-03-01,08:17,AM,fWQGZTlf,67.15368199999999,H
6070,2008-03-01,08:31,AM,DvregrQK,62.645752,H
5403,2008-03-01,08:49,AM,rScSpyIX,85.257405,M
1516,2008-03-01,09:42,AM,3WHw6FbO,79.991946,M
5031,2008-03-01,10:09,AM,TawotKLQ,80.804027,H
2437,2008-03-01,10:48,AM,4TTktbDb,87.924205,M
9992,2008-03-01,10:57,AM,XsCT3efu,85.737297,H
8478,2008-03-01,11:30,AM,XBLpleMK,74.74731,M
3667,2008-03-01,12:08,AM,KIZKAj4Q,80.89925600000001,M
613,2008-03-01,12:59,AM,OYX9w8Lj,81.948091,M
3218,2008-03-01,01:03,PM,xcb9tfEI,77.850246,M
4533,2008-03-01,01:25,PM,BYrVF2Zi,63.621894,M
9566,2008-03-01,03:29,PM,tNiFvTOG,72.19785,M
5764,2008-03-01,03:42,PM,wJrdqZt5,70.602802,M
1882,2008-03-01,03:54,PM,2GeYxZpD,53.403012,M
8661,2008-03-01,05:04,PM,RBx5kS73,75.811487,M
1092,2008-03-01,05:27,PM,Dc3qIFFm,72.54317900000001,H
4936,2008-03-01,05:43,PM,zsvEQLoC,83.43443,H
8182,2008-03-01,07:06,PM,nZc9iC4a,81.488378,H
649,2008-03-01,08:24,PM,DnCbobE4,62.566413,M
4491,2008-03-01,10:27,PM,Nt0Q07X1,78.010436,M
7059,2008-03-01,11:39,PM,P1TDW6Vj,78.282718,M
7938,2008-03-01,12:32,PM,UA7P9D0w,78.70430999999999,M
7292,2008-03-02,05:17,AM,G1ehBQ4B,71.68289,M
4938,2008-03-02,05:35,AM,j3mIElUX,69.248101,M
8034,2008-03-02,05:53,AM,aw7ZcGSy,71.801397,H
5630,2008-03-02,06:31,AM,Pk85x5bP,84.396387,M
4678,2008-03-02,06:34,AM,4zvSb2XY,57.73725400000001,H
1415,2008-03-02,07:07,AM,Zj42Hx7r,68.09344300000001,M
2837,2008-03-02,08:11,AM,if6I9R0O,66.34939,M
6728,2008-03-02,08:32,AM,bLaE9nUF,40.557424,M
2317,2008-03-02,09:39,AM,W2q79ZAh,72.369311,H
8234,2008-03-02,09:50,AM,Hqe4hBXd,66.714065,M
5774,2008-03-02,11:19,AM,b9qIVIdQ,66.497557,M
1379,2008-03-02,01:54,PM,BAKjGMub,69.492393,M
8272,2008-03-02,02:14,PM,Uq4DPHXW,66.939743,M
460,2008-03-02,02:32,PM,qPv7y3ET,58.708732999999995,M
9151,2008-03-02,02:47,PM,sVJo92Nv,61.433377,M
7653,2008-03-02,03:12,PM,hbbjRVz0,90.442856,H
1632,2008-03-02,04:07,PM,56H49s7h,74.1898,H
3377,2008-03-02,06:40,PM,8QZhzV5A,80.21826,M
6245,2008-03-02,07:19,PM,nJa0qCpH,60.645343999999994,M
2972,2008-03-02,08:03,PM,a1hEbzrL,48.466346,M
675,2008-03-02,08:18,PM,EdAWa7TY,70.658999,M
9571,2008-03-02,08:23,PM,I0A1IVdg,48.691311999999996,M
9963,2008-03-02,08:34,PM,43ubAF5V,81.149429,M
696,2008-03-02,08:52,PM,sg8Fnqgc,56.368512,M
4373,2008-03-02,09:22,PM,QsgTcfpy,70.51270600000001,M
4988,2008-03-02,10:00,PM,bufm6XtS,83.418646,M
5240,2008-03-02,11:02,PM,sRjdvH6N,68.00718,H
225,2008-03-02,11:18,PM,TscUFl6F,82.01924,H
4849,2008-03-02,11:48,PM,KFx5WAaQ,88.31727099999999,M
2615,2008-03-02,12:08,PM,1qJ2i0qg,48.308842,M
5432,2008-03-02,12:49,PM,A6Z5iWqb,77.586637,M
3864,2008-03-03,03:43,AM,ulniJTVL,82.621218,M
1347,2008-03-03,03:48,AM,zdPfbITM,80.067712,M
426,2008-03-03,04:33,AM,GU4z7Ddg,69.484988,H
8910,2008-03-03,05:27,AM,ZR4EfPbi,87.618205,H
9225,2008-03-03,05:56,AM,fNctuuwi,63.413263,M
2419,2008-03-03,08:17,AM,egH8ZJ3n,64.706496,M
4754,2008-03-03,09:54,AM,Zmp1EFWF,60.580337,M
7350,2008-03-03,11:28,AM,x8m6JNxF,66.983336,M
8118,2008-03-03,02:30,PM,5GIzFiEx,75.619732,M
2659,2008-03-03,02:39,PM,U9JqSKHn,64.896428,M
5247,2008-03-03,03:48,PM,kbewcq8r,65.692148,M
446,2008-03-03,03:49,PM,C4VnbgyK,82.06509799999999,M
8644,2008-03-03,04:14,PM,xtyZFj4C,88.44728,H
3967,2008-03-03,05:20,PM,tyUCu3Bt,69.89909300000001,M
9,2008-03-03,05:35,PM,FGZZKTBD,85.52829,M
2396,2008-03-03,05:37,PM,0wcItdcH,70.386498,M
8839,2008-03-03,06:05,PM,shqnqnYg,88.17437,H
9973,2008-03-03,06:37,PM,2hMYe1G2,53.923042,M
6751,2008-03-03,07:22,PM,KpZ0uDNR,76.275667,H
5848,2008-03-03,07:47,PM,Y0rQrbj8,66.39360699999999,M
5434,2008-03-03,08:42,PM,K1DypWxQ,70.88024399999999,M
1979,2008-03-03,09:57,PM,BGprwiEp,83.08530999999999,H
9138,2008-03-04,01:18,AM,Ai2M5ivn,68.796121,M
556,2008-03-04,01:19,AM,vWfhjrgR,63.250976,M
2771,2008-03-04,03:43,AM,umfb5yZ1,86.595042,H
5517,2008-03-04,07:02,AM,GmhE842U,76.339053,M
4290,2008-03-04,08:11,AM,a012CbeR,81.790644,H
7116,2008-03-04,08:14,AM,p4NyOcGS,75.07999699999999,M
1549,2008-03-04,10:22,AM,Bu8x9V7b,94.05345799999999,M
1954,2008-03-04,10:36,AM,YjYTP8Pu,68.172287,H
4019,2008-03-04,11:00,AM,kbH9oP91,64.298011,M
5536,2008-03-04,12:00,AM,9ul1DCzo,59.04460400000001,H
5102,2008-03-04,12:15,AM,Hga8BfdF,62.351712,M
210,2008-03-04,12:31,AM,dxjes8Tx,64.32468399999999,M
7026,2008-03-04,01:43,PM,uq7jTr6U,94.221784,H
1388,2008-03-04,02:22,PM,5t1laLrD,83.61886700000001,M
2268,2008-03-04,02:47,PM,w6PsOeV5,84.23187,M
5540,2008-03-04,03:55,PM,YRODXLa0,67.131774,M
1220,2008-03-04,04:15,PM,Erj6VEoP,69.67615699999999,H
653,2008-03-04,06:00,PM,wJURT4S7,77.08373399999999,M
4653,2008-03-04,06:34,PM,9ZE9Qx0D,63.502203,M
2609,2008-03-04,06:49,PM,gdztnTu1,66.269666,M
4846,2008-03-04,07:52,PM,oM3beieZ,78.435622,H
7153,2008-03-04,09:25,PM,ihtkf63S,72.722756,M
3520,2008-03-04,09:41,PM,IqlhxUI8,83.862654,H
9080,2008-03-04,12:24,PM,lZnim4EX,52.193484000000005,H
6651,2008-03-05,01:15,AM,xEe6dg91,79.551053,M
1930,2008-03-05,01:20,AM,8E0JkG9M,61.335488,H
73,2008-03-05,02:15,AM,XeWySwCm,71.096135,M
7112,2008-03-05,03:32,AM,liP9RAB1,63.347896999999996,H
2637,2008-03-05,04:44,AM,3ttEBgHB,60.121444,H
8537,2008-03-05,05:12,AM,0b8RTQIU,77.587085,H
4289,2008-03-05,08:04,AM,KgY5ONqf,71.103285,H
6937,2008-03-05,09:17,AM,FKYeviaS,80.520463,H
547,2008-03-05,11:03,AM,j48Dlbj0,62.411668999999996,M
2684,2008-03-05,11:46,AM,mYRS8xES,70.985516,M
4308,2008-03-05,12:00,AM,YJT0SOgb,80.54178,H
1459,2008-03-05,12:37,AM,A2yg4ML6,74.375963,M
2078,2008-03-05,01:20,PM,KrlFZPsJ,74.155227,H
5975,2008-03-05,01:52,PM,PixHgg06,57.351202,M
4144,2008-03-05,02:34,PM,fROhWwbH,70.495563,H
809,2008-03-05,02:35,PM,uZOjdbrm,58.671856999999996,H
3993,2008-03-05,03:31,PM,fgml8Zlb,84.55001800000001,M
3421,2008-03-05,05:33,PM,hUAzLnmq,92.198637,H
4410,2008-03-05,09:19,PM,cWtdFWkQ,72.169739,M
1624,2008-03-05,11:05,PM,T2Wzz2eu,66.64497800000001,M
277,2008-03-05,11:34,PM,0DNCqnpn,85.454768,M
8880,2008-03-05,12:24,PM,qFn8IWkf,62.454455,M
469,2008-03-06,03:38,AM,cm1D7M8B,79.966047,M
4699,2008-03-06,05:02,AM,LqO0oinX,65.630645,M
1267,2008-03-06,05:12,AM,jI8BblK0,73.092546,M
6357,2008-03-06,05:15,AM,SIWMx3Oi,72.241511,H
6939,2008-03-06,05:39,AM,AcqSoAz0,61.185435999999996,M
8291,2008-03-06,06:12,AM,ewWOdwpf,82.125857,M
6087,2008-03-06,06:21,AM,MNuCRPVS,73.444305,H
3957,2008-03-06,08:44,AM,v8VcYslO,86.812963,H
6633,2008-03-06,08:58,AM,9PIx0VaR,80.588114,M
6489,2008-03-06,01:35,PM,yVbqtPVg,67.19071600000001,M
9278,2008-03-06,04:05,PM,qURFAZMl,68.280574,M
4165,2008-03-06,04:36,PM,Wk80kOyX,73.369905,M
8344,2008-03-06,04:54,PM,KhR12iRt,77.655888,M
4259,2008-03-06,05:35,PM,5SuhnjJw,90.379338,H
9042,2008-03-06,05:38,PM,321naEJG,58.056036,M
5730,2008-03-06,07:17,PM,7lYrPC93,85.578975,M
2886,2008-03-06,07:28,PM,966pkVe2,67.591981,M
7632,2008-03-06,08:07,PM,jI4jhZPw,79.97531500000001,M
7488,2008-03-06,08:17,PM,e02j944q,78.0795,H
9567,2008-03-06,10:06,PM,4scmQb9C,66.270646,M
3932,2008-03-06,10:25,PM,CuYSPM4H,74.16719499999999,M
3954,2008-03-06,10:31,PM,hLO28FDq,37.85902,M
1988,2008-03-06,10:55,PM,g0X5eKUs,60.218301000000004,M
5132,2008-03-06,12:14,PM,nEpmVWsy,87.554668,H
7249,2008-03-06,12:25,PM,ms3dFLcz,78.0278,M
3447,2008-03-07,01:34,AM,dZde3lHM,83.213486,M
9164,2008-03-07,03:14,AM,mvWcadcz,74.53329000000001,H
1737,2008-03-07,06:27,AM,Xy348tHC,81.95997,M
2864,2008-03-07,06:42,AM,oRFINDKu,76.285736,M
2069,2008-03-07,07:50,AM,x4bIsAYu,76.974624,H
9183,2008-03-07,07:53,AM,ZJEQuuUp,74.652752,H
7558,2008-03-07,07:54,AM,BbmdKd8M,79.07869000000001,M
5425,2008-03-07,08:10,AM,noxylx2Z,69.49918199999999,M
7195,2008-03-07,09:06,AM,nIT2T98P,82.18298,H
5055,2008-03-07,09:57,AM,7V7s69oV,68.60116500000001,M
2092,2008-03-07,12:11,AM,ljIldkDU,64.868429,H
5181,2008-03-07,01:57,PM,DXphkxpf,96.809969,M
7241,2008-03-07,03:18,PM,7NES1mcb,91.274663,M
9731,2008-03-07,03:29,PM,17HYYwVx,78.847554,H
6971,2008-03-07,03:52,PM,YRbvdVNE,46.550719,M
3172,2008-03-07,04:02,PM,WoWND1Yq,54.157858,H
3272,2008-03-07,06:51,PM,SOuUf6NZ,86.902578,H
8787,2008-03-07,07:11,PM,pK1anf2p,78.931914,M
7349,2008-03-07,07:27,PM,6Mj9NVbt,64.860023,H
5992,2008-03-07,07:47,PM,LjT0jjCH,75.99268599999999,M
6471,2008-03-07,08:29,PM,VACkem2K,73.528749,M
1398,2008-03-07,08:35,PM,pImd6nxZ,76.45550899999999,M
9851,2008-03-07,08:44,PM,mqUQ5KnB,92.82674399999999,M
9862,2008-03-07,09:07,PM,GM3o6nwO,61.990251,M
8187,2008-03-07,09:09,PM,mox2LAeP,107.50101699999999,H
9476,2008-03-07,10:09,PM,52V7BUxJ,74.634878,M
6874,2008-03-07,10:20,PM,MyIk116u,67.45039200000001,H
1363,2008-03-07,10:24,PM,e4FMMRGZ,92.931084,M
7797,2008-03-07,12:40,PM,LdfRsB9f,80.559095,H
3092,2008-03-08,01:28,AM,0tKsDMnh,85.145848,H
4706,2008-03-08,01:38,AM,8VklDkGW,76.843564,M
2968,2008-03-08,01:50,AM,sN7ciTNC,95.22738199999999,M
2433,2008-03-08,02:08,AM,VYsowxPx,65.87790799999999,M
5984,2008-03-08,02:17,AM,ScRQD8nw,74.89137099999999,M
7765,2008-03-08,04:16,AM,ZTdMPJed,87.41091999999999,M
9455,2008-03-08,04:22,AM,sPuk1VFg,57.449537,H
1587,2008-03-08,04:45,AM,HU0xERpm,66.214471,H
5910,2008-03-08,04:52,AM,1Z0UL0QX,92.29460999999999,H
2741,2008-03-08,05:55,AM,UExd56I7,73.929197,H
1962,2008-03-08,08:31,AM,6k9pfpuw,80.949825,M
6078,2008-03-08,10:36,AM,7VqJE4ed,55.170828,M
1057,2008-03-08,11:10,AM,ebLZPt81,51.593546999999994,H
9490,2008-03-08,11:21,AM,nzuFYlaO,69.320693,M
9564,2008-03-08,11:56,AM,3NH2gF5i,58.324836,M
2070,2008-03-08,12:10,AM,W9JgJUKP,56.417531999999994,H
6420,2008-03-08,12:26,AM,KuB1xY2T,85.280845,M
5690,2008-03-08,12:32,AM,BJhjLEn7,58.51596899999999,M
7872,2008-03-08,01:06,PM,0jC2uYpj,83.134315,M
35,2008-03-08,02:37,PM,hsZ2mv2F,95.49364200000001,M
4534,2008-03-08,03:17,PM,5X1D8nY3,46.19373,M
9747,2008-03-08,04:22,PM,gVBgoala,63.957910999999996,H
2170,2008-03-08,07:54,PM,PhZfCQLi,55.265143,M
859,2008-03-08,08:51,PM,sHbRPtW1,75.374151,H
9633,2008-03-08,09:00,PM,vAunNi7f,87.58516999999999,M
6791,2008-03-08,10:06,PM,ZN77aZcS,73.99410300000001,M
6504,2008-03-08,11:02,PM,BshDYc8c,68.549214,M
6306,2008-03-09,01:40,AM,d107Rbs7,78.52220200000001,H
2921,2008-03-09,01:49,AM,6HeOzqBX,65.717825,M
3018,2008-03-09,02:25,AM,s8aEeGjk,65.75001,H
7737,2008-03-09,02:49,AM,sFO3fy0S,81.378567,M
9032,2008-03-09,04:48,AM,lQ4svgj4,98.602497,M
1142,2008-03-09,06:10,AM,EFtR9Hmn,74.592701,M
6666,2008-03-09,07:54,AM,jK9iMAmx,67.043903,M
4543,2008-03-09,08:00,AM,B8kukLXM,99.53721800000001,M
6696,2008-03-09,08:11,AM,Sg4eTkpd,68.55705999999999,M
71,2008-03-09,11:05,AM,joBYGDwV,92.721992,M
9648,2008-03-09,11:36,AM,aRQ31LPK,89.15834100000001,M
8920,2008-03-09,01:44,PM,JJj1nynK,84.836163,M
3854,2008-03-09,02:02,PM,3Qq5g3vB,81.02494899999999,H
9190,2008-03-09,02:52,PM,zf0k2EFF,83.174351,M
7744,2008-03-09,02:54,PM,pLzpYl2x,67.941731,H
9834,2008-03-09,03:19,PM,eAJospvm,84.88950600000001,M
6308,2008-03-09,03:40,PM,LLi99WLC,56.788031000000004,H
1585,2008-03-09,03:59,PM,UmurWbf7,60.790535999999996,M
3642,2008-03-09,04:51,PM,siQjuuHc,74.24931600000001,M
9419,2008-03-09,05:09,PM,3sprGLk9,76.949812,M
7397,2008-03-09,05:34,PM,3fhceMFq,73.414019,H
5046,2008-03-09,06:21,PM,yIJaFi5H,56.90376800000001,M
8130,2008-03-09,06:24,PM,4B3lht0W,76.161443,M
4060,2008-03-09,07:54,PM,ETzGHaEb,85.995762,H
7710,2008-03-09,08:22,PM,Tq0e63cq,81.88799300000001,H
7251,2008-03-09,09:27,PM,tRBs6bXk,75.109277,M
8591,2008-03-09,10:03,PM,vWQoa1jh,61.735813,M
6189,2008-03-09,10:09,PM,wG1PUUrV,68.21404100000001,M
3978,2008-03-09,10:17,PM,EW5npXzA,56.957739000000004,M
4459,2008-03-09,10:42,PM,kp1VozFW,71.292767,H
450,2008-03-09,11:57,PM,xuLtSvWq,60.04636899999999,M
2262,2008-03-09,11:58,PM,3h2i23OJ,70.28737,M
797,2008-03-09,12:35,PM,6ECXdQla,80.977151,M
7406,2008-03-10,01:24,AM,ldNQVFd7,67.42206999999999,M
9249,2008-03-10,01:30,AM,8OEig2Vx,44.529899,H
8364,2008-03-10,01:38,AM,VoiGNhoK,64.07532900000001,M
7189,2008-03-10,02:35,AM,GNMUgz1m,76.092749,H
8487,2008-03-10,02:58,AM,N41YrfcK,59.125115,H
537,2008-03-10,03:02,AM,qOpDprIB,92.377241,M
5587,2008-03-10,03:27,AM,aQhU1lie,68.20030600000001,M
4725,2008-03-10,03:46,AM,5FNhoxiR,78.876847,H
7396,2008-03-10,03:54,AM,CrrnByLC,77.388626,M
290,2008-03-10,05:36,AM,AUQhQjjr,65.529084,M
1764,2008-03-10,05:57,AM,oD4j3Mu0,76.42474200000001,H
2985,2008-03-10,06:17,AM,xl66TBnr,60.407311,M
1107,2008-03-10,11:01,AM,2CjMAtkP,68.065572,M
1553,2008-03-10,11:07,AM,fmMpKUL2,77.940881,H
7272,2008-03-10,11:33,AM,CYep6Jce,61.363872,M
682,2008-03-10,11:44,AM,WUXlGIXI,85.809857,M
3392,2008-03-10,12:34,AM,83Yl8onj,64.730216,H
5243,2008-03-10,03:26,PM,ygs90IaH,70.529538,M
6695,2008-03-10,03:32,PM,oQ9Oywt1,65.114622,M
6500,2008-03-10,04:03,PM,PpsF87XY,83.312875,M
4050,2008-03-10,06:25,PM,i7MywkoK,65.581801,M
9175,2008-03-10,08:11,PM,ppJWdfA4,85.613157,M
8359,2008-03-10,08:30,PM,hIu3Pao0,53.049862,M
9653,2008-03-10,08:43,PM,UO1GjDyy,91.377612,M
2002,2008-03-10,10:03,PM,p6rpyYWr,78.797206,M
3610,2008-03-10,10:54,PM,aEut59fW,76.340753,H
4218,2008-03-10,10:56,PM,GFz4I4P5,71.729417,M
4541,2008-03-10,12:50,PM,zPoDKE9J,73.403888,M
2917,2008-03-10,12:56,PM,oIqEInjV,81.669874,M
3573,2008-03-11,01:15,AM,hIfkYHQQ,69.289169,M
4700,2008-03-11,02:23,AM,C0m20dFC,84.906963,M
1280,2008-03-11,02:36,AM,61fSChuS,79.195341,H
4519,2008-03-11,02:43,AM,Oiwv5iUb,100.409088,M
9758,2008-03-11,03:22,AM,1rxqVCH3,70.55834,H
4889,2008-03-11,03:50,AM,4MyxviDH,81.445536,H
7299,2008-03-11,04:12,AM,hahQZ4bM,100.717189,M
4404,2008-03-11,06:33,AM,d3k8hc7m,66.798796,H
9581,2008-03-11,06:56,AM,GIuVSzoM,58.873932999999994,M
1591,2008-03-11,07:20,AM,AmPhpP73,85.820767,M
6317,2008-03-11,07:38,AM,SYIMlEB7,86.645602,M
6811,2008-03-11,07:42,AM,7v5U2Q1V,89.950806,M
1014,2008-03-11,07:50,AM,hZm5xj0Y,86.58205699999999,M
7781,2008-03-11,08:23,AM,cPCL9BxF,73.796651,M
3739,2008-03-11,08:46,AM,XOq3oNfc,58.962647,M
9785,2008-03-11,10:05,AM,GeSRpdne,71.552098,M
1855,2008-03-11,11:13,AM,l2BqzMwM,55.942701,H
7267,2008-03-11,11:44,AM,27co27iw,74.49427,M
1955,2008-03-11,12:04,AM,63dWDL8r,62.9377,M
6302,2008-03-11,12:27,AM,IvoSR4Bz,79.104804,M
8883,2008-03-11,01:00,PM,gbyveNUB,65.114789,M
4222,2008-03-11,02:39,PM,kxZn8AIn,65.00178000000001,H
5413,2008-03-11,03:09,PM,DwbIMQG8,65.751797,M
7640,2008-03-11,03:29,PM,AqskD21J,65.238394,M
6236,2008-03-11,05:02,PM,flo0xQdY,53.96334399999999,H
6255,2008-03-11,05:09,PM,ySmiqt5v,82.870372,M
4529,2008-03-11,05:41,PM,yeLYOYwR,60.12537,M
3998,2008-03-11,06:48,PM,t3HmAafZ,73.41274200000001,M
3841,2008-03-11,10:12,PM,ub0EJZ7m,65.778533,M
7605,2008-03-11,11:42,PM,TB2bkDBj,61.66073299999999,H
57,2008-03-11,11:44,PM,jLKYEgVl,60.739305,H
5450,2008-03-11,11:50,PM,2FDvcPsJ,72.970079,M
5633,2008-03-11,12:00,PM,Kj90w0tP,81.336539,M
4557,2008-03-11,12:47,PM,j6zxIV8P,69.71348499999999,H
2315,2008-03-12,01:21,AM,UPO5OiEF,80.91835,M
4449,2008-03-12,02:19,AM,tTQSdWzD,66.619437,M
1065,2008-03-12,03:33,AM,kieYAp8o,65.396787,H
753,2008-03-12,03:44,AM,ypmO1S2z,71.871905,H
9856,2008-03-12,04:07,AM,zRNeVuyL,79.388489,H
805,2008-03-12,04:25,AM,VWuFWAGE,77.781897,M
396,2008-03-12,05:22,AM,XCr4o8M5,51.623540999999996,H
5882,2008-03-12,06:02,AM,2XCmyvpI,76.64895,M
5599,2008-03-12,10:11,AM,L4RhdUAH,78.934487,H
4528,2008-03-12,10:26,AM,pvza7vUz,73.68808,H
715,2008-03-12,11:35,AM,XiF0osRw,82.0359,M
3544,2008-03-12,12:25,AM,SVrrcjAH,74.655118,H
2490,2008-03-12,01:51,PM,wQYKdlc0,47.781267,H
1325,2008-03-12,02:00,PM,ubeVcc6J,87.488173,H
6524,2008-03-12,02:11,PM,gfYEiT57,73.949263,M
1257,2008-03-12,03:29,PM,4cDGn1UV,53.29639399999999,M
5619,2008-03-12,06:13,PM,muHpunEE,60.568353,M
8961,2008-03-12,06:29,PM,5XIsBbuU,70.427304,M
1695,2008-03-12,07:18,PM,Ifilp7Nx,83.95541,M
6045,2008-03-12,07:26,PM,LDsn9a1j,73.615972,M
6554,2008-03-12,07:37,PM,BcK3DKzn,60.610440000000004,M
9263,2008-03-12,07:45,PM,5u2jnAjd,80.485499,M
1167,2008-03-12,07:46,PM,dPvhXeLq,68.954073,M
1858,2008-03-12,07:54,PM,7j35mj0F,75.995267,M
6033,2008-03-12,07:56,PM,JnaxAoKB,64.360477,H
2942,2008-03-12,08:57,PM,qJozyDtM,75.10947,H
80,2008-03-12,09:25,PM,V8PK4saZ,74.006186,M
8544,2008-03-12,09:26,PM,RgP4FuOl,78.693394,H
4962,2008-03-12,09:59,PM,0AWelksm,64.633046,M
4427,2008-03-12,11:48,PM,nClkCDNi,54.503485999999995,M
6351,2008-03-12,11:53,PM,sahSc3Aa,53.05293,M
9625,2008-03-13,02:06,AM,TDH6O0wN,65.924277,M
2176,2008-03-13,02:47,AM,gnvShB6D,56.591809,M
1016,2008-03-13,03:12,AM,itx5TIy7,81.253626,M
7661,2008-03-13,04:07,AM,VWtL2Z4i,54.718059,H
4415,2008-03-13,04:36,AM,ZskLr8cr,80.32069399999999,M
5359,2008-03-13,04:47,AM,xNWrzhA9,78.538536,M
8968,2008-03-13,05:02,AM,0Y8NShYK,66.084141,M
4535,2008-03-13,05:14,AM,XCW6BgOB,78.221265,H
2907,2008-03-13,05:51,AM,zuwxyeRR,66.679744,M
1079,2008-03-13,08:06,AM,d4Io2WIi,58.4547,M
4980,2008-03-13,08:53,AM,3HxUqKOP,72.694317,M
9304,2008-03-13,10:37,AM,PPq2ihYW,81.51839,H
4659,2008-03-13,10:53,AM,HdJ4vQDS,79.135511,M
9401,2008-03-13,11:16,AM,vQSyrkPe,65.954931,M
2118,2008-03-13,12:12,AM,xXxt1HKH,70.343624,M
7866,2008-03-13,12:40,AM,HV7NTgc5,52.339372,M
7384,2008-03-13,01:38,PM,DXQnRhsM,75.758838,M
6281,2008-03-13,03:27,PM,zsYL1xnz,51.208739,H
8850,2008-03-13,04:08,PM,yRqFP9QR,63.726599,M
9876,2008-03-13,04:35,PM,D4j5Yyd9,78.54086099999999,M
8510,2008-03-13,05:38,PM,lrtQmBQf,59.717216,M
710,2008-03-13,06:02,PM,l6QAcevA,68.535689,M
4833,2008-03-13,07:01,PM,Rrto2ci6,75.268307,M
1673,2008-03-13,07:25,PM,6eERSgiY,63.318754000000006,M
3151,2008-03-13,08:14,PM,3VeKcV3z,69.366091,H
4772,2008-03-13,08:32,PM,qBL6yCgb,101.083156,M
3994,2008-03-13,09:01,PM,z2LRUMic,71.51254399999999,M
5277,2008-03-13,10:33,PM,lobiOfR0,75.123981,M
1535,2008-03-13,12:40,PM,apXfyTuA,62.893977,M
1005,2008-03-14,02:30,AM,MfBdD89y,71.75330500000001,M
9513,2008-03-14,02:40,AM,uqZv5SwW,105.172452,M
1137,2008-03-14,02:52,AM,j2cTnKfQ,86.219921,M
6979,2008-03-14,03:24,AM,ay9ovJ98,90.85986899999999,M
2436,2008-03-14,03:42,AM,If68dxs0,68.155036,M
7825,2008-03-14,04:48,AM,KrGJbSPf,79.750974,M
6935,2008-03-14,06:16,AM,4QnCWMYQ,80.999114,M
2887,2008-03-14,08:03,AM,E10KW7kl,66.215041,H
9433,2008-03-14,08:12,AM,LuaYZiGe,72.48340400000001,H
8030,2008-03-14,09:14,AM,BRWyyZ0H,69.73835600000001,H
2442,2008-03-14,10:07,AM,zJuU5E82,76.87830100000001,H
7893,2008-03-14,12:31,AM,tsPkh1qO,77.216103,H
895,2008-03-14,12:49,AM,15sVIxwc,84.822334,H
7680,2008-03-14,01:22,PM,vmvukI0b,98.710504,H
7836,2008-03-14,02:11,PM,NBAhmKy6,66.753813,M
9004,2008-03-14,02:15,PM,9NA4m4H5,83.050893,H
2201,2008-03-14,03:03,PM,SuIAAML1,81.38594,M
4993,2008-03-14,05:23,PM,P7cplNRQ,98.409464,M
3679,2008-03-14,05:32,PM,pKwUUuLl,76.977743,H
